Outlet Name,Outlet GSTIN Code,Invoice No,Invoice Date,Taxable Line Amt,SGST_Tax_Rate,SGST_Tax_Value,CGST_Tax_Rate,CGST_Tax_Value,Cess_Tax_Rate,Cess_Tax_Value,Total Tax Amount,Net Amount
ROYAL TRADERS,21ACTPS8275J1ZU,580418002064,6/22/2018,233.77,14,32.73,14,32.73,12,28.05,93.51,327.28
ROYAL TRADERS,21ACTPS8275J1ZU,580418002064,6/22/2018,233.77,14,32.73,14,32.73,12,28.05,93.51,327.28
ROYAL TRADERS,21ACTPS8275J1ZU,580418002064,6/22/2018,233.77,14,32.73,14,32.73,12,28.05,93.51,327.28
ROYAL TRADERS,21ACTPS8275J1ZU,580418002064,6/22/2018,215.42,9,19.39,9,19.39,0,0,38.78,254.2
ROYAL TRADERS,21ACTPS8275J1ZU,580418002064,6/22/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
ROYAL TRADERS,21ACTPS8275J1ZU,580418002064,6/22/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
ROYAL TRADERS,21ACTPS8275J1ZU,580418002064,6/22/2018,931.45,9,83.83,9,83.83,0,0,167.66,1099.11
ZEE STORE,,580418002065,6/22/2018,194.8,14,27.27,14,27.27,12,23.38,77.92,272.72
ZEE STORE,,580418002065,6/22/2018,194.8,14,27.27,14,27.27,12,23.38,77.92,272.72
ZEE STORE,,580418002065,6/22/2018,1009.08,14,141.27,14,141.27,12,121.09,403.63,1412.71
ZEE STORE,,580418002065,6/22/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
ZEE STORE,,580418002065,6/22/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
ZEE STORE,,580418002065,6/22/2018,623.38,14,87.27,14,87.27,12,74.81,249.35,872.73
SAI AUTO,,580418002066,6/22/2018,1009.08,14,141.27,14,141.27,12,121.09,403.63,1412.71
SAI AUTO,,580418002066,6/22/2018,215.42,9,19.39,9,19.39,0,0,38.78,254.2
SAI AUTO,,580418002066,6/22/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
DEEP FOOD CORNER,21AVIPD7702M1ZP,580418002067,6/22/2018,1077.1,9,96.94,9,96.94,0,0,193.88,1270.98
DEEP FOOD CORNER,21AVIPD7702M1ZP,580418002067,6/22/2018,914.3,14,128,14,128,12,109.72,365.72,1280.02
DEEP FOOD CORNER,21AVIPD7702M1ZP,580418002067,6/22/2018,914.3,14,128,14,128,12,109.72,365.72,1280.02
DEEP FOOD CORNER,21AVIPD7702M1ZP,580418002067,6/22/2018,931.45,9,83.83,9,83.83,0,0,167.66,1099.11
J.B. BETTLE,,580418002068,6/22/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
J.B. BETTLE,,580418002068,6/22/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
J.B. BETTLE,,580418002068,6/22/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
J.B. BETTLE,,580418002068,6/22/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
J.B. BETTLE,,580418002068,6/22/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
J.B. BETTLE,,580418002068,6/22/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
J.B. BETTLE,,580418002068,6/22/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
J.B. BETTLE,,580418002068,6/22/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
TAJ STORE,,580418002069,6/22/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
TAJ STORE,,580418002069,6/22/2018,1009.08,14,141.27,14,141.27,12,121.09,403.63,1412.71
TAJ STORE,,580418002069,6/22/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
TAJ STORE,,580418002069,6/22/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
GIFT PALACE,,580418002070,6/22/2018,1009.08,14,141.27,14,141.27,12,121.09,403.63,1412.71
CAFÃ‰ POINT,,580418002071,6/22/2018,194.8,14,27.27,14,27.27,12,23.38,77.92,272.72
CAFÃ‰ POINT,,580418002071,6/22/2018,194.8,14,27.27,14,27.27,12,23.38,77.92,272.72
CAFÃ‰ POINT,,580418002071,6/22/2018,1009.08,14,141.27,14,141.27,12,121.09,403.63,1412.71
CAFÃ‰ POINT,,580418002071,6/22/2018,215.42,9,19.39,9,19.39,0,0,38.78,254.2
CAFÃ‰ POINT,,580418002071,6/22/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
MAA TARINI SWEET STALL,,580418002072,6/22/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
MAA TARINI SWEET STALL,,580418002072,6/22/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
MAA TARINI SWEET STALL,,580418002072,6/22/2018,38.96,14,5.45,14,5.45,12,4.68,15.58,54.54
MAA TARINI SWEET STALL,,580418002072,6/22/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
MAA TARINI SWEET STALL,,580418002072,6/22/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
MAA TARINI SWEET STALL,,580418002072,6/22/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
MAA TARINI SWEET STALL,,580418002072,6/22/2018,75.33,9,6.78,9,6.78,0,0,13.56,88.89
GO. COOL,,580418002073,6/22/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
GO. COOL,,580418002073,6/22/2018,194.8,14,27.27,14,27.27,12,23.38,77.92,272.72
GO. COOL,,580418002073,6/22/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
GO. COOL,,580418002073,6/22/2018,155.85,14,21.82,14,21.82,12,18.7,62.34,218.19
GO. COOL,,580418002073,6/22/2018,116.88,14,16.36,14,16.36,12,14.03,46.75,163.63
GO. COOL,,580418002073,6/22/2018,215.42,9,19.39,9,19.39,0,0,38.78,254.2
GO. COOL,,580418002073,6/22/2018,365.72,14,51.2,14,51.2,12,43.89,146.29,512.01
GO. COOL,,580418002073,6/22/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
GO. COOL,,580418002073,6/22/2018,155.85,14,21.82,14,21.82,12,18.7,62.34,218.19
GO. COOL,,580418002073,6/22/2018,155.85,14,21.82,14,21.82,12,18.7,62.34,218.19
THE KINGS,,580418002074,6/23/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
THE KINGS,,580418002074,6/23/2018,215.42,9,19.39,9,19.39,0,0,38.78,254.2
THE KINGS,,580418002074,6/23/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
THE KINGS,,580418002074,6/23/2018,176.86,9,15.92,9,15.92,0,0,31.84,208.7
THE KINGS,,580418002074,6/23/2018,51.24,6,3.07,6,3.07,0,0,6.14,57.38
THE KINGS,,580418002074,6/23/2018,105.52,6,6.33,6,6.33,0,0,12.66,118.18
THE KINGS,,580418002074,6/23/2018,73.05,6,4.38,6,4.38,0,0,8.76,81.81
THE KINGS,,580418002074,6/23/2018,97.4,6,5.84,6,5.84,0,0,11.68,109.08
THE KINGS,,580418002074,6/23/2018,77.64,6,4.66,6,4.66,0,0,9.32,86.96
APP KA BAR APSARA BAR,,580418002075,6/23/2018,548.58,14,76.8,14,76.8,12,65.83,219.43,768.01
APP KA BAR APSARA BAR,,580418002075,6/23/2018,646.26,9,58.16,9,58.16,0,0,116.32,762.58
APP KA BAR APSARA BAR,,580418002075,6/23/2018,538.53,9,48.47,9,48.47,0,0,96.94,635.47
DADA HOTEL-,,580418002076,6/23/2018,48.7,14,6.82,14,6.82,12,5.84,19.48,68.18
DADA HOTEL-,,580418002076,6/23/2018,48.7,14,6.82,14,6.82,12,5.84,19.48,68.18
DADA HOTEL-,,580418002076,6/23/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
DADA HOTEL-,,580418002076,6/23/2018,38.96,14,5.45,14,5.45,12,4.68,15.58,54.54
DADA HOTEL-,,580418002076,6/23/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
DADA HOTEL-,,580418002076,6/23/2018,107.71,9,9.69,9,9.69,0,0,19.38,127.09
DADA HOTEL-,,580418002076,6/23/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
DADA HOTEL-,,580418002076,6/23/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
BAJRANG STORE,,580418002077,6/23/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
BAJRANG STORE,,580418002077,6/23/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
BAJRANG STORE,,580418002077,6/23/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
BAJRANG STORE,,580418002077,6/23/2018,38.96,14,5.45,14,5.45,12,4.68,15.58,54.54
BAJRANG STORE,,580418002077,6/23/2018,274.29,14,38.4,14,38.4,12,32.91,109.71,384
BAJRANG STORE,,580418002077,6/23/2018,323.13,9,29.08,9,29.08,0,0,58.16,381.29
BAJRANG STORE,,580418002077,6/23/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
BAJRANG STORE,,580418002077,6/23/2018,75.33,9,6.78,9,6.78,0,0,13.56,88.89
BAJRANG STORE,,580418002077,6/23/2018,483.52,9,43.52,9,43.52,0,0,87.04,570.56
MAHALAXMI COMMUNICATION-,,580418002078,6/23/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
MAHALAXMI COMMUNICATION-,,580418002078,6/23/2018,115.56,9,10.4,9,10.4,0,0,20.8,136.36
MAHALAXMI COMMUNICATION-,,580418002078,6/23/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
MAHALAXMI COMMUNICATION-,,580418002078,6/23/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
MAHALAXMI COMMUNICATION-,,580418002078,6/23/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
MAHALAXMI COMMUNICATION-,,580418002078,6/23/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
K.P.BHAGAT BETEL SHOP.,,580418002079,6/23/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
K.P.BHAGAT BETEL SHOP.,,580418002079,6/23/2018,215.42,9,19.39,9,19.39,0,0,38.78,254.2
K.P.BHAGAT BETEL SHOP.,,580418002079,6/23/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
K.P.BHAGAT BETEL SHOP.,,580418002079,6/23/2018,359.02,9,32.31,9,32.31,0,0,64.62,423.64
K.P.BHAGAT BETEL SHOP.,,580418002079,6/23/2018,75.33,9,6.78,9,6.78,0,0,13.56,88.89
K.P.BHAGAT BETEL SHOP.,,580418002079,6/23/2018,931.45,9,83.83,9,83.83,0,0,167.66,1099.11
GIRNAR HOTEL,,580418002080,6/23/2018,365.72,14,51.2,14,51.2,12,43.89,146.29,512.01
GIRNAR HOTEL,,580418002080,6/23/2018,430.84,9,38.78,9,38.78,0,0,77.56,508.4
GIRNAR HOTEL,,580418002080,6/23/2018,931.45,9,83.83,9,83.83,0,0,167.66,1099.11
JAY MAHAVIR MIXTURE-,,580418002081,6/23/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
JAY MAHAVIR MIXTURE-,,580418002081,6/23/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
JAY MAHAVIR MIXTURE-,,580418002081,6/23/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
JAY MAHAVIR MIXTURE-,,580418002081,6/23/2018,107.71,9,9.69,9,9.69,0,0,19.38,127.09
KINGBABA RESTURANT,,580418002082,6/23/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
KINGBABA RESTURANT,,580418002082,6/23/2018,215.42,9,19.39,9,19.39,0,0,38.78,254.2
KINGBABA RESTURANT,,580418002082,6/23/2018,538.53,9,48.47,9,48.47,0,0,96.94,635.47
KINGBABA RESTURANT,,580418002082,6/23/2018,602.64,9,54.24,9,54.24,0,0,108.48,711.12
N P BHAGAT BEPARI SAHI,,580418002083,6/23/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
N P BHAGAT BEPARI SAHI,,580418002083,6/23/2018,215.42,9,19.39,9,19.39,0,0,38.78,254.2
N P BHAGAT BEPARI SAHI,,580418002083,6/23/2018,155.85,14,21.82,14,21.82,12,18.7,62.34,218.19
N P BHAGAT BEPARI SAHI,,580418002083,6/23/2018,155.85,14,21.82,14,21.82,12,18.7,62.34,218.19
N P BHAGAT BEPARI SAHI,,580418002083,6/23/2018,931.45,9,83.83,9,83.83,0,0,167.66,1099.11
STAR BETTLE SHOP-,,580418002084,6/23/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
STAR BETTLE SHOP-,,580418002084,6/23/2018,215.42,9,19.39,9,19.39,0,0,38.78,254.2
STAR BETTLE SHOP-,,580418002084,6/23/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
STAR BETTLE SHOP-,,580418002084,6/23/2018,75.33,9,6.78,9,6.78,0,0,13.56,88.89
RABI BETTLE SHOP-,,580418002085,6/23/2018,731.44,14,102.4,14,102.4,12,87.77,292.57,1024.01
RABI BETTLE SHOP-,,580418002085,6/23/2018,731.44,14,102.4,14,102.4,12,87.77,292.57,1024.01
PRAFULLA STD,,580418002086,6/23/2018,38.96,14,5.45,14,5.45,12,4.68,15.58,54.54
PRAFULLA STD,,580418002086,6/23/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
PRAFULLA STD,,580418002086,6/23/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
PRAFULLA STD,,580418002086,6/23/2018,107.71,9,9.69,9,9.69,0,0,19.38,127.09
PRAFULLA STD,,580418002086,6/23/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
PRAFULLA STD,,580418002086,6/23/2018,51.95,14,7.27,14,7.27,12,6.23,20.77,72.72
PRAFULLA STD,,580418002086,6/23/2018,37.67,9,3.39,9,3.39,0,0,6.78,44.45
CHANDAN PAN SHOP,,580418002087,6/23/2018,389.61,14,54.55,14,54.55,12,46.75,155.85,545.46
CHANDAN PAN SHOP,,580418002087,6/23/2018,389.61,14,54.55,14,54.55,12,46.75,155.85,545.46
CHANDAN PAN SHOP,,580418002087,6/23/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
CHANDAN PAN SHOP,,580418002087,6/23/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
CHANDAN PAN SHOP,,580418002087,6/23/2018,311.69,14,43.64,14,43.64,12,37.4,124.68,436.37
CHANDAN PAN SHOP,,580418002087,6/23/2018,301.32,9,27.12,9,27.12,0,0,54.24,355.56
CHANDAN PAN SHOP,,580418002087,6/23/2018,931.45,9,83.83,9,83.83,0,0,167.66,1099.11
YASIN STORE,,580418002088,6/23/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
YASIN STORE,,580418002088,6/23/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
YASIN STORE,,580418002088,6/23/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
YASIN STORE,,580418002088,6/23/2018,107.71,9,9.69,9,9.69,0,0,19.38,127.09
BASANTI V. STORE,,580418002089,6/23/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
BASANTI V. STORE,,580418002089,6/23/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
BASANTI V. STORE,,580418002089,6/23/2018,116.88,14,16.36,14,16.36,12,14.03,46.75,163.63
BASANTI V. STORE,,580418002089,6/23/2018,116.88,14,16.36,14,16.36,12,14.03,46.75,163.63
BASANTI V. STORE,,580418002089,6/23/2018,605.05,6,36.3,6,36.3,0,0,72.6,677.65
SHANTI HOSPITAL,,580418002090,6/23/2018,365.72,14,51.2,14,51.2,12,43.89,146.29,512.01
SHANTI HOSPITAL,,580418002090,6/23/2018,365.72,14,51.2,14,51.2,12,43.89,146.29,512.01
JANU BETEL SHOP,,580418002091,6/23/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
JANU BETEL SHOP,,580418002091,6/23/2018,155.85,14,21.82,14,21.82,12,18.7,62.34,218.19
JANU BETEL SHOP,,580418002091,6/23/2018,155.85,14,21.82,14,21.82,12,18.7,62.34,218.19
JANU BETEL SHOP,,580418002091,6/23/2018,301.32,9,27.12,9,27.12,0,0,54.24,355.56
JANU BETEL SHOP,,580418002091,6/23/2018,931.45,9,83.83,9,83.83,0,0,167.66,1099.11
DAMA MAHARAJ SWEETS & ICECREAM PARL,,580418002092,6/23/2018,194.8,14,27.27,14,27.27,12,23.38,77.92,272.72
DAMA MAHARAJ SWEETS & ICECREAM PARL,,580418002092,6/23/2018,233.77,14,32.73,14,32.73,12,28.05,93.51,327.28
DAMA MAHARAJ SWEETS & ICECREAM PARL,,580418002092,6/23/2018,233.77,14,32.73,14,32.73,12,28.05,93.51,327.28
DAMA MAHARAJ SWEETS & ICECREAM PARL,,580418002092,6/23/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
DAMA MAHARAJ SWEETS & ICECREAM PARL,,580418002092,6/23/2018,45.72,14,6.4,14,6.4,12,5.49,18.29,64.01
DAMA MAHARAJ SWEETS & ICECREAM PARL,,580418002092,6/23/2018,107.71,9,9.69,9,9.69,0,0,19.38,127.09
DAMA MAHARAJ SWEETS & ICECREAM PARL,,580418002092,6/23/2018,75.33,9,6.78,9,6.78,0,0,13.56,88.89
DAMA MAHARAJ SWEETS & ICECREAM PARL,,580418002092,6/23/2018,176.86,9,15.92,9,15.92,0,0,31.84,208.7
DAMA MAHARAJ SWEETS & ICECREAM PARL,,580418002092,6/23/2018,102.48,6,6.15,6,6.15,0,0,12.3,114.78
DAMA MAHARAJ SWEETS & ICECREAM PARL,,580418002092,6/23/2018,51.24,6,3.07,6,3.07,0,0,6.14,57.38
DAMA MAHARAJ SWEETS & ICECREAM PARL,,580418002092,6/23/2018,158.28,6,9.5,6,9.5,0,0,19,177.28
DAMA MAHARAJ SWEETS & ICECREAM PARL,,580418002092,6/23/2018,73.05,6,4.38,6,4.38,0,0,8.76,81.81
DAMA MAHARAJ SWEETS & ICECREAM PARL,,580418002092,6/23/2018,265.49,6,15.93,6,15.93,0,0,31.86,297.35
DAMA MAHARAJ SWEETS & ICECREAM PARL,,580418002092,6/23/2018,97.4,6,5.84,6,5.84,0,0,11.68,109.08
DEEP FOOD CORNER,21AVIPD7702M1ZP,580418002093,6/23/2018,548.58,14,76.8,14,76.8,12,65.83,219.43,768.01
DEEP FOOD CORNER,21AVIPD7702M1ZP,580418002093,6/23/2018,646.26,9,58.16,9,58.16,0,0,116.32,762.58
DEEP FOOD CORNER,21AVIPD7702M1ZP,580418002093,6/23/2018,931.45,9,83.83,9,83.83,0,0,167.66,1099.11
ESSENTIAL,,580418002094,6/23/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
ESSENTIAL,,580418002094,6/23/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
ESSENTIAL,,580418002094,6/23/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
ESSENTIAL,,580418002094,6/23/2018,38.96,14,5.45,14,5.45,12,4.68,15.58,54.54
ESSENTIAL,,580418002094,6/23/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
ESSENTIAL,,580418002094,6/23/2018,215.42,9,19.39,9,19.39,0,0,38.78,254.2
ESSENTIAL,,580418002094,6/23/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
ESSENTIAL,,580418002094,6/23/2018,75.33,9,6.78,9,6.78,0,0,13.56,88.89
JAGANNATH BHANDAR,,580418002095,6/23/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
JAGANNATH BHANDAR,,580418002095,6/23/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
JAGANNATH BHANDAR,,580418002095,6/23/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
JAGANNATH BHANDAR,,580418002095,6/23/2018,107.71,9,9.69,9,9.69,0,0,19.38,127.09
HONGKONG HOTEL,,580418002096,6/23/2018,226.96,14,31.77,14,31.77,12,27.24,90.78,317.74
HONGKONG HOTEL,,580418002096,6/23/2018,453.92,14,63.55,14,63.55,12,54.47,181.57,635.49
RANJITA STORE,,580418002097,6/23/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
RANJITA STORE,,580418002097,6/23/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
RANJITA STORE,,580418002097,6/23/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
RANJITA STORE,,580418002097,6/23/2018,215.42,9,19.39,9,19.39,0,0,38.78,254.2
RANJITA STORE,,580418002097,6/23/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
RANJITA STORE,,580418002097,6/23/2018,75.33,9,6.78,9,6.78,0,0,13.56,88.89
RANJITA STORE,,580418002097,6/23/2018,931.45,9,83.83,9,83.83,0,0,167.66,1099.11
INDIAN GENERAL STORE,,580418002098,6/23/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
INDIAN GENERAL STORE,,580418002098,6/23/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
INDIAN GENERAL STORE,,580418002098,6/23/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
INDIAN GENERAL STORE,,580418002098,6/23/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
HANSANNATH VARIETY STORE,,580418002099,6/23/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
HANSANNATH VARIETY STORE,,580418002099,6/23/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
HANSANNATH VARIETY STORE,,580418002099,6/23/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
HANSANNATH VARIETY STORE,,580418002099,6/23/2018,107.71,9,9.69,9,9.69,0,0,19.38,127.09
JAI MA MANGALA VT STORE,,580418002100,6/23/2018,430.84,9,38.78,9,38.78,0,0,77.56,508.4
JAI MA MANGALA VT STORE,,580418002100,6/23/2018,931.45,9,83.83,9,83.83,0,0,167.66,1099.11
HOTEL ROYAL,,00580418O01942,6/27/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
HOTEL ROYAL,,00580418O01942,6/27/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
HOTEL ROYAL,,00580418O01942,6/27/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
HOTEL ROYAL,,00580418O01942,6/27/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
HOTEL ROYAL,,00580418O01942,6/27/2018,301.32,9,27.12,9,27.12,0,0,54.24,355.56
LOKNATH VAREITY STORE,,00580418O01943,6/27/2018,233.77,14,32.73,14,32.73,12,28.05,93.51,327.28
LOKNATH VAREITY STORE,,00580418O01943,6/27/2018,233.76,14,32.73,14,32.73,12,28.05,93.51,327.27
LOKNATH VAREITY STORE,,00580418O01943,6/27/2018,215.42,9,19.39,9,19.39,0,0,38.78,254.2
JYOTI COMMUNICATION,,00580418O01944,6/27/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
JYOTI COMMUNICATION,,00580418O01944,6/27/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
JYOTI COMMUNICATION,,00580418O01944,6/27/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
JYOTI COMMUNICATION,,00580418O01944,6/27/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
JYOTI COMMUNICATION,,00580418O01944,6/27/2018,462.25,9,41.6,9,41.6,0,0,83.2,545.45
JYOTI COMMUNICATION,,00580418O01944,6/27/2018,233.77,14,32.73,14,32.73,12,28.05,93.51,327.28
JYOTI COMMUNICATION,,00580418O01944,6/27/2018,233.77,14,32.73,14,32.73,12,28.05,93.51,327.28
JYOTI COMMUNICATION,,00580418O01944,6/27/2018,107.71,9,9.69,9,9.69,0,0,19.38,127.09
JYOTI COMMUNICATION,,00580418O01944,6/27/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
JYOTI COMMUNICATION,,00580418O01944,6/27/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
JYOTI COMMUNICATION,,00580418O01944,6/27/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
JYOTI COMMUNICATION,,00580418O01944,6/27/2018,311.69,14,43.64,14,43.64,12,37.4,124.68,436.37
JYOTI COMMUNICATION,,00580418O01944,6/27/2018,311.69,14,43.64,14,43.64,12,37.4,124.68,436.37
JYOTI COMMUNICATION,,00580418O01944,6/27/2018,301.32,9,27.12,9,27.12,0,0,54.24,355.56
JYOTI COMMUNICATION,,00580418O01944,6/27/2018,172.19,9,15.5,9,15.5,0,0,31,203.19
JYOTI COMMUNICATION,,00580418O01944,6/27/2018,265.49,6,15.93,6,15.93,0,0,31.86,297.35
GANESH BETTLE SHOP - CTK,,00580418O01945,6/27/2018,48.7,14,6.82,14,6.82,12,5.84,19.48,68.18
GANESH BETTLE SHOP - CTK,,00580418O01945,6/27/2018,48.7,14,6.82,14,6.82,12,5.84,19.48,68.18
GANESH BETTLE SHOP - CTK,,00580418O01945,6/27/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
GANESH BETTLE SHOP - CTK,,00580418O01945,6/27/2018,38.96,14,5.45,14,5.45,12,4.68,15.58,54.54
GANESH BETTLE SHOP - CTK,,00580418O01945,6/27/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
GANESH BETTLE SHOP - CTK,,00580418O01945,6/27/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
GANESH BETTLE SHOP - CTK,,00580418O01945,6/27/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
GANESH BETTLE SHOP - CTK,,00580418O01945,6/27/2018,75.33,9,6.78,9,6.78,0,0,13.56,88.89
RASHMI VERIETY STORE-,,00580418O01946,6/27/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
RASHMI VERIETY STORE-,,00580418O01946,6/27/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
RASHMI VERIETY STORE-,,00580418O01946,6/27/2018,38.96,14,5.45,14,5.45,12,4.68,15.58,54.54
RASHMI VERIETY STORE-,,00580418O01946,6/27/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
RASHMI VERIETY STORE-,,00580418O01946,6/27/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
RASHMI VERIETY STORE-,,00580418O01946,6/27/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
RASHMI VERIETY STORE-,,00580418O01946,6/27/2018,301.32,9,27.12,9,27.12,0,0,54.24,355.56
RABI BETTLE SHOP-,,00580418O01947,6/27/2018,548.58,14,76.8,14,76.8,12,65.83,219.43,768.01
RABI BETTLE SHOP-,,00580418O01947,6/27/2018,548.58,14,76.8,14,76.8,12,65.83,219.43,768.01
RABI BETTLE SHOP-,,00580418O01947,6/27/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
RABI BETTLE SHOP-,,00580418O01947,6/27/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
RABI BETTLE SHOP-,,00580418O01947,6/27/2018,150.66,9,13.56,9,13.56,0,0,27.12,177.78
RABI BETTLE SHOP-,,00580418O01947,6/27/2018,105.52,6,6.33,6,6.33,0,0,12.66,118.18
RABI BETTLE SHOP-,,00580418O01947,6/27/2018,73.05,6,4.38,6,4.38,0,0,8.76,81.81
RABI BETTLE SHOP-,,00580418O01947,6/27/2018,97.4,6,5.84,6,5.84,0,0,11.68,109.08
SANTOSHI MIXTURE,,00580418O01948,6/27/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
SANTOSHI MIXTURE,,00580418O01948,6/27/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
